word	concreteness	familiarity	imageability	age_of_acquisition	freq_zh	log_freq_zh	context_div_zh	freq_mn
客厅	5.95	6.764706	5.95	9.3	1133.0	25798.0	313.0	1
客户	5.45	5.692308	4.05	15.1	6463.0	33361.0	992.0	1
棒球选手	NA	NA	NA	NA	NA	NA	NA	28
番茄汁	NA	NA	NA	NA	NA	NA	NA	1
咖喱	5.85	5.0	5.8	13.863636363636363	355.0	20755.0	72.0	1
车盖	NA	NA	NA	NA	NA	NA	NA	28
西装制服	NA	NA	NA	NA	NA	NA	NA	2
露营车	NA	NA	NA	NA	NA	NA	NA	2
饼边	NA	NA	NA	NA	NA	NA	NA	1
挖掘机	NA	NA	NA	NA	18.0	7782.0	5.0	1
鸽子	6.25	5.8	6.05	5.882352941176471	1407.0	26739.0	291.0	14
天鹅	5.9	6.338095	6.5	8.0	289.0	19868.0	59.0	13
盖子	5.3	5.88	5.4	7.157894736842105	349.0	20682.0	106.0	2
棍子	6.0	6.6	5.25	NA	802.0	24298.0	187.0	1
车身	4.9	5.708333	4.15	11.25	113.0	15798.0	37.0	1
肉丸子	NA	NA	NA	NA	NA	NA	NA	1
飞机模型	NA	NA	NA	NA	NA	NA	NA	1
阳伞	NA	3.782609	NA	10.4	104.0	15441.0	16.0	6
逛街	4.8	6.074074	5.7	9.05	NA	NA	NA	1
帽子	5.7	6.748217	5.55	6.411764705882353	4629.0	31912.0	826.0	20
棒球衣	NA	NA	NA	NA	NA	NA	NA	3
娃娃	5.35	6.259259	5.45	7.666666666666667	2656.0	29499.0	422.0	6
套装	5.3	5.958333	4.35	11.19047619047619	489.0	22148.0	134.0	13
吐司	NA	NA	NA	NA	NA	NA	NA	6
长发	NA	6.363636	NA	6.842105263157895	391.0	21173.0	102.0	2
屋頂	NA	NA	NA	NA	NA	NA	NA	1
工程车	NA	NA	NA	NA	NA	NA	NA	6
滑板运动员	NA	NA	NA	NA	NA	NA	NA	2
西红柿	NA	6.363636	NA	NA	277.0	19685.0	62.0	2
番茄汤	NA	NA	NA	NA	NA	NA	NA	4
遥控	5.85	5.596875	5.05	9.25	581.0	229.0	120.0	1
钟塔	NA	NA	NA	NA	66.0	13424.0	10.0	3
西装外套	NA	NA	NA	NA	NA	NA	NA	3
吃披萨	NA	NA	NA	NA	NA	NA	NA	1
公仔	NA	NA	NA	NA	NA	NA	NA	1
塑料船	NA	NA	NA	NA	NA	NA	NA	1
水果	6.25	6.6	6.0	5.473684210526316	1762.0	27716.0	393.0	16
投球手	NA	NA	NA	NA	NA	NA	NA	8
夫妇的下臂	NA	NA	NA	NA	NA	NA	NA	1
稀粥	5.2	NA	5.5	NA	18.0	7782.0	6.0	1
游玩	4.4	6.0	4.2	8.782608695652174	95.0	15051.0	31.0	2
小刀	NA	NA	NA	NA	286.0	19823.0	83.0	7
橙柱	NA	NA	NA	NA	NA	NA	NA	1
外袍	NA	NA	NA	NA	NA	NA	NA	1
老头	NA	6.0	NA	8.2	1905.0	28055.0	398.0	1
北极熊	NA	5.185185	NA	11.136363636363637	197.0	18195.0	45.0	8
猫粮	NA	NA	NA	NA	NA	NA	NA	8
灶台	5.35	5.909091	4.65	8.807692307692308	15.0	699.0	5.0	2
面包胚	NA	NA	NA	NA	NA	NA	NA	2
意大利面条	NA	NA	NA	NA	NA	NA	NA	2
粉	NA	NA	NA	NA	1601.0	273.0	346.0	1
遮阳棚	NA	NA	NA	NA	NA	NA	NA	8
商标牌	NA	NA	NA	NA	NA	NA	NA	1
奶奶	NA	6.958333	NA	NA	5694.0	3281.0	734.0	1
婚服	NA	NA	NA	NA	NA	NA	NA	1
刀	NA	NA	NA	NA	8171.0	34379.0	1226.0	310
叉车	NA	NA	NA	NA	36.0	10792.0	10.0	1
书桌床	NA	NA	NA	NA	NA	NA	NA	1
砖头	6.05	6.081633	5.25	8.619047619047619	25.0	19243.0	58.0	4
花束	6.15	NA	5.95	NA	122.0	16128.0	34.0	1
武士	5.2	5.521739	5.6	11.565217391304348	1443.0	26848.0	167.0	1
烧毁的巴士	NA	NA	NA	NA	NA	NA	NA	1
德士	NA	NA	NA	NA	NA	NA	NA	2
游船	5.05	5.510204	5.2	9.909090909090908	125.0	16232.0	36.0	7
烧烤盘	NA	NA	NA	NA	NA	NA	NA	3
偏僻的	NA	NA	NA	NA	NA	NA	NA	1
捕手	NA	NA	NA	NA	NA	NA	NA	12
锅	NA	NA	NA	NA	1028.0	25378.0	250.0	1
铁碗	NA	NA	NA	NA	NA	NA	NA	1
狗带	NA	NA	NA	NA	NA	NA	NA	1
易拉罐	NA	NA	NA	NA	98.0	15185.0	20.0	4
栏杆	5.05	5.740741	4.95	7.636363636363637	325.0	20374.0	83.0	20
转椅	NA	NA	NA	NA	15.0	699.0	5.0	1
长袍	5.45	NA	5.85	NA	316.0	20253.0	80.0	2
光头男	NA	NA	NA	NA	NA	NA	NA	1
芥兰炒牛肉	NA	NA	NA	NA	NA	NA	NA	1
车轮	6.1	6.208333	6.5	7.2631578947368425	34.0	20569.0	94.0	1
开幕	5.05	6.142857	4.25	11.409090909090908	218.0	18633.0	58.0	1
汤匙	6.2	5.769231	5.65	9.052631578947368	137.0	16628.0	31.0	1
乒乓球台	NA	NA	NA	NA	9.0	4771.0	3.0	1
连身裙	NA	NA	NA	NA	NA	NA	NA	1
棚	NA	NA	NA	NA	462.0	21903.0	97.0	2
灰姑娘	NA	NA	NA	NA	459.0	21875.0	84.0	2
背行	NA	NA	NA	NA	NA	NA	NA	1
安全装	NA	NA	NA	NA	NA	NA	NA	1
西斯武士	NA	NA	NA	NA	NA	NA	NA	1
厨师	5.8	6.8	5.8	8.04761905	1306.0	26415.0	256.0	4
凳子	5.95	6.705882	6.1	7.714285714285714	414.0	2143.0	105.0	9
切蛋糕	NA	NA	NA	NA	NA	NA	NA	1
有足球的女孩	NA	NA	NA	NA	NA	NA	NA	1
大钟	NA	NA	NA	NA	3.0	0.0	1.0	1
野餐	5.5	5.708333	5.85	10.518518518518519	757.0	24048.0	188.0	1
贴画	NA	NA	NA	NA	24.0	9031.0	8.0	1
摩托车者	NA	NA	NA	NA	NA	NA	NA	1
高脚杯	NA	NA	NA	NA	33.0	10414.0	9.0	4
袈裟	NA	NA	NA	NA	NA	NA	NA	9
餐刀	NA	5.538462	NA	NA	NA	NA	NA	33
炸物	NA	NA	NA	NA	NA	NA	NA	1
主食	5.0	6.481481	4.5	10.277777777777779	18.0	7782.0	5.0	1
胸罩	6.5	NA	5.95	NA	748.0	23997.0	169.0	1
船屋	NA	NA	NA	NA	NA	NA	NA	2
蝴蝶结	NA	NA	NA	NA	152.0	17076.0	42.0	21
旗帜	6.0	6.038462	6.0	10.2	593.0	22989.0	94.0	1
母鸡	5.7	5.826087	5.0	5.136363636363637	182.0	17853.0	46.0	3
堡	NA	NA	NA	NA	951.0	25038.0	184.0	1
手链	NA	NA	NA	NA	NA	NA	NA	1
出租车	NA	5.666667	NA	NA	4537.0	31824.0	531.0	24
队员	5.25	6.3125	4.45	10.05	4632.0	31915.0	614.0	1
宾馆	5.7	6.352941	5.35	11.478260869565217	1136.0	25809.0	200.0	2
鸟头	NA	NA	NA	NA	NA	NA	NA	1
电视遥控器	NA	NA	NA	NA	NA	NA	NA	1
四轮车	NA	NA	NA	NA	NA	NA	NA	1
罗马时钟	NA	NA	NA	NA	NA	NA	NA	1
通心面	NA	NA	NA	NA	NA	NA	NA	1
机翼	5.5	NA	5.85	NA	134.0	16532.0	25.0	1
葡萄	6.3	6.2	6.1	6.739130434782608	709.0	23766.0	156.0	1
面包	6.25	6.5	5.85	6.8	358.0	30795.0	730.0	637
音乐播放器	NA	NA	NA	NA	NA	NA	NA	1
狗雕塑	NA	NA	NA	NA	NA	NA	NA	1
遮阳伞	NA	NA	NA	NA	57.0	12788.0	14.0	17
螺旋桨	NA	5.130435	NA	12.363636363636363	137.0	16628.0	26.0	2
鳥	NA	NA	NA	NA	NA	NA	NA	1
咕噜头	NA	NA	NA	NA	NA	NA	NA	1
烤架	NA	NA	NA	NA	NA	NA	NA	16
衬衫	6.0	6.592593	5.75	8.782608695652174	2528.0	29284.0	559.0	123
庭院	5.5	6.066667	4.7	10.578947368421053	253.0	19294.0	53.0	1
菜刀	6.45	6.071429	5.9	7.888888888888889	57.0	12788.0	16.0	3
刀把	NA	NA	NA	NA	6.0	1301.0	16.0	1
咖啡馆	NA	NA	NA	NA	554.0	22695.0	125.0	2
球	NA	NA	NA	NA	21227.0	38525.0	1763.0	1
广告牌	NA	5.938144	NA	11.88888888888889	331.0	20453.0	54.0	3
熊	NA	NA	NA	NA	4382.0	31673.0	506.0	116
玩家	NA	6.086957	NA	13.555555555555555	NA	NA	NA	9
布娃娃	NA	NA	NA	NA	NA	NA	NA	2
冲浪运动员	NA	NA	NA	NA	NA	NA	NA	3
食物	5.45	6.851852	5.55	6.809523809523809	7634.0	34084.0	1460.0	381
白布	NA	NA	NA	NA	15.0	699.0	5.0	1
影子	5.1	6.555556	5.35	7.142857142857143	1019.0	2534.0	256.0	1
派	NA	NA	NA	NA	17889.0	37782.0	2619.0	18
娘服	NA	NA	NA	NA	NA	NA	NA	1
小木屋	NA	NA	NA	NA	NA	NA	NA	2
赵灿	NA	NA	NA	NA	NA	NA	NA	1
车侧镜	NA	NA	NA	NA	NA	NA	NA	3
院子	5.2	6.571429	4.75	7.944444444444445	1133.0	25798.0	285.0	1
龙猫	NA	NA	NA	NA	NA	NA	NA	1
水罐	NA	NA	NA	NA	36.0	10792.0	8.0	3
纸巾	NA	6.714286	NA	5.9523809523809526	644.0	23345.0	152.0	1
有球拍的男孩	NA	NA	NA	NA	NA	NA	NA	1
搞点	NA	NA	NA	NA	NA	NA	NA	1
泳镜	NA	5.636364	NA	12.25925925925926	3.0	0.0	1.0	1
祖父母	NA	NA	NA	NA	259.0	19395.0	73.0	1
木桥	5.55	NA	5.9	NA	6.0	301.0	2.0	6
工作空间	NA	NA	NA	NA	NA	NA	NA	1
键盘和鼠标	NA	NA	NA	NA	NA	NA	NA	1
魔方	NA	NA	NA	NA	92.0	14914.0	17.0	2
雕像	5.25	5.892857	5.35	10.19047619047619	972.0	25132.0	168.0	10
工具	5.35	6.318182	4.85	7.578947368421052	3115.0	30191.0	753.0	2
披萨女人	NA	NA	NA	NA	NA	NA	NA	1
校巴	NA	NA	NA	NA	NA	NA	NA	2
煎蛋卷	NA	NA	NA	NA	NA	NA	NA	1
设备	4.5	6.115385	3.9	11.863636363636363	33.0	30441.0	703.0	1
滑板公园	NA	NA	NA	NA	NA	NA	NA	2
鹿	NA	NA	NA	NA	1547.0	27152.0	249.0	7
篮球球员	NA	NA	NA	NA	NA	NA	NA	1
孩童	5.65	5.652174	5.75	7.2	23.0	18865.0	65.0	1
细胞	5.4	6.514286	5.05	13.333333333333334	1419.0	26776.0	274.0	1
宝座	4.45	5.08	4.65	12.434782608695652	17.0	17559.0	52.0	1
公鸡	5.95	6.424242	5.45	5.96	259.0	19395.0	58.0	3
打扫	5.65	6.676471	5.75	7.65	2218.0	28716.0	522.0	1
滑板道	NA	NA	NA	NA	NA	NA	NA	1
滑鼠	NA	NA	NA	NA	NA	NA	NA	1
房间	5.6	6.735294	5.6	7.2727272727272725	21487.0	38578.0	2973.0	2
鼠标键盘	NA	NA	NA	NA	NA	NA	NA	1
带女人的伞	NA	NA	NA	NA	NA	NA	NA	1
车房	5.4	NA	5.3	NA	NA	NA	NA	3
鸡	NA	NA	NA	NA	8737.0	3467.0	1061.0	16
困猫	NA	NA	NA	NA	NA	NA	NA	1
男人的脸	NA	NA	NA	NA	NA	NA	NA	1
花	NA	NA	NA	NA	2667.0	39517.0	3902.0	305
棉服	NA	NA	NA	NA	NA	NA	NA	1
僧衣	NA	NA	NA	NA	NA	NA	NA	1
马桶	6.2	6.078947	5.8	9.65	1177.0	25966.0	267.0	1
羽绒	NA	5.88	NA	12.28	21.0	8451.0	5.0	2
奶油刀	NA	NA	NA	NA	NA	NA	NA	1
玩偶	6.1	5.88	5.35	8.904761904761905	1538.0	27126.0	144.0	41
套房床	NA	NA	NA	NA	NA	NA	NA	1
卤	NA	NA	NA	NA	42.0	11461.0	8.0	1
炒鸡蛋	NA	NA	NA	NA	NA	NA	NA	2
泰迪熊	NA	NA	NA	NA	NA	NA	NA	4
德瑞斯	NA	NA	NA	NA	NA	NA	NA	1
液体	4.9	6.681818	5.4	6.578947368421052	802.0	24298.0	200.0	1
书	NA	NA	NA	NA	2132.0	38544.0	2284.0	2
牛拆	NA	NA	NA	NA	NA	NA	NA	1
海	NA	NA	NA	NA	5282.0	32485.0	795.0	6
沙	NA	NA	NA	NA	2203.0	28686.0	407.0	2
家	NA	NA	NA	NA	179.0	17782.0	22.0	2
网球爱好者	NA	NA	NA	NA	NA	NA	NA	1
铜板	5.75	NA	4.65	NA	11.0	15682.0	24.0	1
吧台	NA	NA	NA	NA	NA	NA	NA	5
车子	5.45	5.939394	5.8	9.61111111111111	3273.0	30406.0	672.0	41
男生	5.95	6.695652	5.7	5.454545454545454	3106.0	30179.0	546.0	66
篷顶	NA	NA	NA	NA	NA	NA	NA	1
机动车	NA	6.153846	NA	NA	39.0	11139.0	12.0	1
轿车	5.3	6.474206	5.9	8.45	1294.0	26375.0	296.0	87
奶油蛋糕	NA	NA	NA	NA	NA	NA	NA	5
鹦鹉鸟	NA	NA	NA	NA	NA	NA	NA	1
休息点	NA	NA	NA	NA	NA	NA	NA	1
笑脸	5.3	6.766667	5.7	7.2272727272727275	48.0	22068.0	127.0	2
新娘	5.75	6.545455	5.95	10.91304347826087	2638.0	29469.0	402.0	4
奖状	5.7	6.409091	5.9	7.818181818181818	45.0	11761.0	12.0	1
马甲	NA	5.521739	NA	15.047619047619047	128.0	16335.0	29.0	23
衬衣	5.85	6.375	4.5	9.55	912.0	24857.0	211.0	22
员工	6.0	6.12	4.65	12.631578947368421	3365.0	30527.0	695.0	2
猫垫	NA	NA	NA	NA	NA	NA	NA	1
女人们	NA	NA	NA	NA	NA	NA	NA	2
楼宇	5.2	5.302632	5.25	11.2	3.0	0.0	1.0	2
梯子	5.45	5.608696	5.75	6.695652173913044	704.0	23729.0	142.0	2
切水果	NA	NA	NA	NA	NA	NA	NA	1
素食披萨	NA	NA	NA	NA	NA	NA	NA	1
婚礼	5.35	6.2	5.85	10.380952380952381	10079.0	3529.0	916.0	1
金属	5.45	6.666667	5.75	9.0	2629.0	29455.0	519.0	1
跳台滑雪	NA	NA	NA	NA	NA	NA	NA	1
裙摆	NA	NA	NA	NA	NA	NA	NA	1
烤盘	NA	NA	NA	NA	NA	NA	NA	5
睡衣	5.65	6.071429	5.8	9.136363636363637	1049.0	25465.0	234.0	25
冰琪琳	NA	NA	NA	NA	3.0	0.0	1.0	1
衣物	5.2	6.222222	5.35	8.857142857142858	358.0	20792.0	106.0	1
后视镜	NA	NA	NA	NA	137.0	16628.0	41.0	57
美术家	NA	NA	NA	NA	6.0	301.0	2.0	1
弹琴	5.3	NA	5.4	NA	367.0	20899.0	86.0	1
庞克夹克	NA	NA	NA	NA	NA	NA	NA	1
饭菜	6.0	6.964286	5.8	6.2727272727272725	325.0	20374.0	94.0	1
自行车运动员	NA	NA	NA	NA	NA	NA	NA	1
胸部	6.0	6.0	4.95	9.0625	2352.0	28971.0	541.0	6
罐头	5.85	6.294118	5.75	8.666666666666666	599.0	23032.0	143.0	1
鹦鹉玩具	NA	NA	NA	NA	NA	NA	NA	2
护士	6.5	6.69697	6.0	9.304347826086957	4069.0	31351.0	692.0	18
短袖衬衣	NA	NA	NA	NA	NA	NA	NA	2
小汽车	NA	NA	NA	NA	63.0	13222.0	17.0	4
塔	NA	NA	NA	NA	417.0	31458.0	607.0	23
烧烤机	NA	NA	NA	NA	NA	NA	NA	1
熊人	NA	NA	NA	NA	NA	NA	NA	1
滑雪的人	NA	NA	NA	NA	NA	NA	NA	1
照明灯	NA	5.925926	NA	9.227272727272727	54.0	12553.0	14.0	1
焦糖奶泡	NA	NA	NA	NA	NA	NA	NA	1
公交车座位	NA	NA	NA	NA	NA	NA	NA	1
投手	5.4	4.081633	5.0	13.909090909090908	605.0	23075.0	82.0	17
紫禁城	NA	NA	NA	NA	15.0	699.0	4.0	1
烤蛋糕	NA	NA	NA	NA	NA	NA	NA	1
人物	4.1	6.566667	5.2	10.6	6004.0	33041.0	1378.0	1
肠	NA	NA	NA	NA	635.0	23284.0	154.0	1
墙	NA	NA	NA	NA	5029.0	32271.0	987.0	18
哭泣的小朋友	NA	NA	NA	NA	NA	NA	NA	1
光头	5.1	6.125	6.25	8.352941176470589	447.0	21761.0	102.0	1
便装	NA	6.0	NA	NA	69.0	13617.0	21.0	1
屋顶	5.8	5.96	5.65	9.590909090909092	2379.0	2902.0	470.0	19
有球拍的人	NA	NA	NA	NA	NA	NA	NA	1
美女	4.9	6.6	5.65	12.666666666666666	4141.0	31427.0	932.0	1
滑鼠垫	NA	NA	NA	NA	NA	NA	NA	1
窗边	NA	NA	NA	NA	NA	NA	NA	1
臂	NA	NA	NA	NA	471.0	21987.0	119.0	1
碗	NA	NA	NA	NA	2429.0	29112.0	494.0	156
塑料袋	NA	6.625	NA	NA	31.0	2017.0	70.0	2
花朵	5.85	6.32	6.15	5.7368421052631575	361.0	20828.0	95.0	36
棒球男孩	NA	NA	NA	NA	NA	NA	NA	1
白人妇女	NA	NA	NA	NA	NA	NA	NA	1
小妹妹	NA	NA	NA	NA	NA	NA	NA	1
水鸟	4.75	NA	5.15	NA	NA	NA	NA	2
浴池	5.9	NA	5.7	NA	122.0	16128.0	31.0	10
投球	5.5	NA	5.25	NA	653.0	23404.0	85.0	1
午餐	5.5	6.086957	4.85	6.304347826086956	423.0	3152.0	901.0	3
烤肉	5.5	6.538462	5.75	9.19047619047619	864.0	24624.0	212.0	6
上本身	NA	NA	NA	NA	NA	NA	NA	1
泡沫	5.1	5.592593	5.6	9.31578947368421	471.0	21987.0	128.0	1
干果	5.95	5.392857	5.35	10.928571428571429	42.0	11461.0	9.0	1
橙汁机	NA	NA	NA	NA	NA	NA	NA	1
比萨饼边	NA	NA	NA	NA	NA	NA	NA	1
烹饪凳	NA	NA	NA	NA	NA	NA	NA	1
连衣裙	NA	5.833333	NA	NA	128.0	16335.0	28.0	54
巧克力	NA	6.424242	NA	7.7727272727272725	5047.0	32287.0	847.0	2
学士袍	NA	NA	NA	NA	NA	NA	NA	1
数字	5.85	6.6	5.25	8.333333333333334	4248.0	31538.0	812.0	3
头	NA	NA	NA	NA	34525.0	40638.0	4379.0	20
鳄梨	NA	NA	NA	NA	NA	NA	NA	1
冰激凌	NA	5.32	NA	NA	87.0	24654.0	180.0	1
甜甜圈饼	NA	NA	NA	NA	NA	NA	NA	1
鏡子	NA	NA	NA	NA	NA	NA	NA	1
游戏	5.25	6.733333	4.9	8.476190476190476	17087.0	37583.0	2210.0	1
驴	NA	NA	NA	NA	608.0	23096.0	142.0	2
龙头	5.2	5.333333	4.65	12.523809523809524	2.0	18261.0	49.0	3
男士	5.65	5.565217	5.35	8.434782608695652	1028.0	25378.0	264.0	30
蕉	NA	NA	NA	NA	21.0	8451.0	5.0	2
水桶	6.0	5.380952	5.8	6.857142857142857	134.0	16532.0	28.0	8
桥	NA	NA	NA	NA	3202.0	3031.0	470.0	389
电线	5.55	6.666667	5.3	8.8125	882.0	24713.0	200.0	2
海滩	5.7	5.88	5.65	8.166666666666666	3306.0	30449.0	637.0	9
它的员工	NA	NA	NA	NA	NA	NA	NA	1
炖菜	NA	NA	NA	NA	NA	NA	NA	1
鹿子	NA	NA	NA	NA	NA	NA	NA	1
炸鸡	6.1	5.956522	5.5	12.925925925925926	388.0	21139.0	75.0	3
蒲公英	NA	NA	NA	NA	92.0	14914.0	17.0	13
客车	5.75	5.92	4.95	8.0	6.0	1301.0	14.0	13
小姐	5.25	6.566667	4.6	10.571428571428571	25108.0	39255.0	2582.0	1
演员	5.9	6.321429	5.85	9.761904761904763	8558.0	3458.0	1145.0	1
食品制造商	NA	NA	NA	NA	NA	NA	NA	1
走廊	5.55	6.617647	5.75	7.619047619047619	234.0	28949.0	587.0	1
路标	5.35	NA	5.5	NA	155.0	1716.0	43.0	5
皮卡车	NA	NA	NA	NA	NA	NA	NA	2
眼罩	6.0	5.909091	6.25	11.65	274.0	19638.0	64.0	17
绵羊	5.8	6.766667	6.4	8.576923076923077	271.0	1959.0	71.0	62
植物	5.45	6.714286	5.6	7.2727272727272725	1294.0	26375.0	273.0	7
行车镜	NA	NA	NA	NA	NA	NA	NA	1
充电垫子	NA	NA	NA	NA	NA	NA	NA	1
西蓝花	NA	NA	NA	NA	NA	NA	NA	1
夹克	5.55	NA	5.6	NA	1654.0	27443.0	329.0	47
遮雨棚	NA	NA	NA	NA	NA	NA	NA	1
皮夹克	NA	NA	NA	NA	95.0	15051.0	26.0	2
牛油果酱	NA	NA	NA	NA	NA	NA	NA	1
喷头	NA	NA	NA	NA	63.0	13222.0	19.0	1
麦皮	NA	NA	NA	NA	NA	NA	NA	1
加热器	NA	NA	NA	NA	63.0	13222.0	19.0	2
父亲	5.85	6.878788	5.75	3.857142857142857	36961.0	40934.0	3099.0	4
滑板爱好者	NA	NA	NA	NA	NA	NA	NA	1
沙发	6.05	6.636364	5.95	9.454545454545455	2707.0	29581.0	604.0	256
充电器	NA	6.347826	NA	11.157894736842104	164.0	17404.0	36.0	1
煎饼	5.65	NA	5.25	NA	888.0	24742.0	162.0	5
公园的长椅上	NA	NA	NA	NA	NA	NA	NA	3
卧室	NA	6.346154	NA	8.473684210526315	2999.0	30026.0	715.0	5
家居服	NA	NA	NA	NA	3.0	0.0	1.0	1
喇叭	5.7	6.178571	5.15	9.368421052631579	596.0	2301.0	154.0	1
老爷车	NA	NA	NA	NA	89.0	14771.0	27.0	2
车厢	5.55	6.0	5.5	12.952380952380953	668.0	23502.0	139.0	8
依着	NA	NA	NA	NA	NA	NA	NA	1
古堡	5.9	5.2	5.6	11.409090909090908	33.0	10414.0	11.0	1
皮毛	4.7	5.333333	4.75	10.444444444444445	179.0	17782.0	53.0	1
夹心饼	NA	NA	NA	NA	NA	NA	NA	1
谬	NA	NA	NA	NA	188.0	17993.0	15.0	1
胖子	5.35	6.714286	5.7	7.5	20.0	28267.0	320.0	1
餐具	5.8	5.916667	5.5	6.476190476190476	37.0	20934.0	100.0	12
相框	NA	NA	NA	NA	NA	NA	NA	1
飞机清洁工	NA	NA	NA	NA	NA	NA	NA	1
烹饪	4.55	6.407407	5.6	11.0	686.0	23617.0	155.0	1
皮卡	NA	NA	NA	NA	78.0	1415.0	17.0	18
踢球的足球运动员	NA	NA	NA	NA	NA	NA	NA	1
网球员	NA	NA	NA	NA	NA	NA	NA	6
猎鹰	5.6	NA	5.2	NA	247.0	19191.0	30.0	1
橄榄球员	NA	NA	NA	NA	NA	NA	NA	1
海边	5.4	NA	5.35	NA	1297.0	26385.0	302.0	3
守门员	NA	6.0	NA	11.814814814814815	155.0	1716.0	32.0	13
橄榄球运动员	NA	NA	NA	NA	NA	NA	NA	3
动物园馆屋顶	NA	NA	NA	NA	NA	NA	NA	1
桌椅	6.35	5.986842	6.2	7.142857142857143	42.0	11461.0	13.0	3
奴人	NA	NA	NA	NA	NA	NA	NA	1
领带	5.5	5.892045	5.45	11.608695652173912	1523.0	27084.0	324.0	27
报考志愿	NA	NA	NA	NA	NA	NA	NA	1
老鹰	6.2	5.381443	5.45	6.5	748.0	23997.0	84.0	9
绳子	5.85	6.411765	5.6	5.2105263157894735	237.0	29004.0	407.0	1
玩具车	NA	NA	NA	NA	NA	NA	NA	1
主子	4.95	NA	4.25	NA	63.0	13222.0	18.0	1
广场人	NA	NA	NA	NA	NA	NA	NA	1
海鸟	NA	NA	NA	NA	36.0	10792.0	10.0	4
肉馅	5.3	NA	4.5	NA	128.0	16335.0	35.0	1
帕茨基	NA	NA	NA	NA	NA	NA	NA	1
薯条披萨	NA	NA	NA	NA	NA	NA	NA	1
阳台	5.55	6.875	5.8	9.043478260869565	79.0	24232.0	176.0	1
城堡	5.8	6.916667	5.9	9.058823529411764	2072.0	2842.0	270.0	44
鸟	NA	NA	NA	NA	9.0	4771.0	1.0	387
楼	NA	NA	NA	NA	10672.0	35539.0	1787.0	40
馅饼	5.5	6.142857	5.45	9.590909090909092	1893.0	28028.0	275.0	10
台子	NA	NA	NA	NA	215.0	18573.0	64.0	3
划水板	NA	NA	NA	NA	NA	NA	NA	1
容器	5.35	5.28	5.0	10.523809523809524	844.0	24518.0	122.0	5
推销员	NA	5.238095	NA	13.304347826086957	477.0	22041.0	123.0	1
滑雪板	NA	NA	NA	NA	95.0	15051.0	24.0	8
印第安帐篷	NA	NA	NA	NA	NA	NA	NA	1
僧袍	5.5	NA	4.95	NA	NA	NA	NA	1
坚果	5.5	6.061224	5.3	10.0526316	513.0	22355.0	99.0	2
大巴	NA	5.909091	NA	10.434782608695652	259.0	19395.0	48.0	13
风筝情侣	NA	NA	NA	NA	NA	NA	NA	1
行人道	NA	NA	NA	NA	NA	NA	NA	1
乳蛋饼	NA	NA	NA	NA	NA	NA	NA	2
弓	NA	NA	NA	NA	373.0	20969.0	87.0	2
亚洲餐	NA	NA	NA	NA	NA	NA	NA	1
帽了	NA	NA	NA	NA	NA	NA	NA	1
鸟的脚	NA	NA	NA	NA	NA	NA	NA	1
滑板手	NA	NA	NA	NA	NA	NA	NA	1
体恤衫	NA	NA	NA	NA	27.0	9542.0	8.0	4
男人头部	NA	NA	NA	NA	NA	NA	NA	1
小桌	NA	NA	NA	NA	NA	NA	NA	1
碟	NA	NA	NA	NA	1172.0	25944.0	309.0	1
牛像	NA	NA	NA	NA	NA	NA	NA	1
亭子	NA	6.454545	NA	NA	39.0	11139.0	10.0	1
网球	5.9	6.0	5.0	11.6	1016.0	25328.0	186.0	20
休旅车	NA	NA	NA	NA	NA	NA	NA	2
棒球上衣	NA	NA	NA	NA	NA	NA	NA	2
熊雕像	NA	NA	NA	NA	NA	NA	NA	1
胸毛	NA	NA	NA	NA	NA	NA	NA	1
鼠标垫	NA	NA	NA	NA	NA	NA	NA	5
倒酒	NA	NA	NA	NA	NA	NA	NA	1
固体胶	NA	NA	NA	NA	NA	NA	NA	1
滑水者	NA	NA	NA	NA	NA	NA	NA	1
路	NA	NA	NA	NA	20846.0	38447.0	3097.0	18
蛋黄	5.95	5.928571	5.6	6.5	256.0	19345.0	61.0	7
男子网球运动员	NA	NA	NA	NA	NA	NA	NA	2
屋	NA	NA	NA	NA	4176.0	31464.0	792.0	8
池缸	NA	NA	NA	NA	NA	NA	NA	2
男孩们	NA	NA	NA	NA	NA	NA	NA	2
白人	5.3	6.235294	5.45	11.681818181818182	4904.0	32162.0	686.0	1
帝王帐篷	NA	NA	NA	NA	NA	NA	NA	1
群	NA	NA	NA	NA	8654.0	34628.0	1808.0	3
平躺	NA	NA	NA	NA	57.0	12788.0	15.0	1
棕熊	6.2	NA	6.1	NA	45.0	11761.0	8.0	4
帮助	3.95	6.535714	3.95	8.7	29908.0	40014.0	3991.0	2
反射弧	NA	NA	NA	NA	12.0	6021.0	4.0	1
电话	5.95	6.958333	5.55	8.10526316	54772.0	42642.0	4444.0	6
医院	5.85	6.6875	5.9	8.857142857142858	1607.0	37317.0	1994.0	1
热狗肠	NA	NA	NA	NA	NA	NA	NA	1
时钟	5.75	6.043478	6.0	7.28571429	298.0	2.0	70.0	6
狗的脚	NA	NA	NA	NA	NA	NA	NA	1
玻璃门	NA	NA	NA	NA	NA	NA	NA	1
婚礼长裙	NA	NA	NA	NA	NA	NA	NA	1
白人男子	NA	NA	NA	NA	NA	NA	NA	1
甜圏	NA	NA	NA	NA	NA	NA	NA	1
冬衣	NA	NA	NA	NA	12.0	6021.0	3.0	1
