word	concreteness	familiarity	imageability	age_of_acquisition	freq_zh	log_freq_zh	context_div_zh	freq_mn
雕象	NA	NA	NA	NA	NA	NA	NA	1
相机	5.75	6.875	5.75	8.7	1634.0	27388.0	322.0	2
奶油	6.1	6.066667	5.65	8.157894736842104	1499.0	27016.0	363.0	22
乳白甜点	NA	NA	NA	NA	NA	NA	NA	1
面包类	NA	NA	NA	NA	NA	NA	NA	1
滑雪	5.8	5.88	5.6	11.142857142857142	897.0	24786.0	186.0	14
女孩们	NA	NA	NA	NA	NA	NA	NA	3
车棚	NA	NA	NA	NA	24.0	9031.0	8.0	2
店牌	NA	NA	NA	NA	NA	NA	NA	1
领口	5.5	NA	5.35	NA	54.0	12553.0	15.0	1
轨道桥	NA	NA	NA	NA	NA	NA	NA	1
的杰瑞	NA	NA	NA	NA	NA	NA	NA	1
眼镜	5.75	6.818182	5.95	9.222222222222221	2382.0	29025.0	497.0	3
总线	NA	NA	NA	NA	27.0	9542.0	8.0	1
摩托	NA	5.791667	NA	11.473684210526315	769.0	24116.0	142.0	5
背包男	NA	NA	NA	NA	NA	NA	NA	1
教堂	5.95	6.088235	6.0	10.0	6487.0	33377.0	917.0	42
杯子	5.85	6.692402	6.15	7.85	1613.0	27332.0	391.0	44
手机	NA	6.964286	NA	9.368421052631579	10833.0	35604.0	1579.0	86
椅子上的女婴	NA	NA	NA	NA	NA	NA	NA	1
蛋羹	NA	NA	NA	NA	6.0	301.0	2.0	1
预感	3.65	6.62963	3.7	10.052631578947368	1365.0	26609.0	369.0	1
乳牛	5.7	5.156863	5.75	9.565217391304348	36.0	10792.0	10.0	1
外衣	5.5	6.441176	5.3	9.3	465.0	21931.0	132.0	11
阿姨	5.2	6.363636	5.5	NA	2361.0	28987.0	392.0	1
糕点	5.5	6.5	6.0	7.421052631578948	262.0	19445.0	54.0	14
甜粉	NA	NA	NA	NA	NA	NA	NA	1
芝士披萨	NA	NA	NA	NA	NA	NA	NA	1
人赛车摩托	NA	NA	NA	NA	NA	NA	NA	1
网球球员	NA	NA	NA	NA	NA	NA	NA	1
游艇	5.95	5.166667	6.05	11.625	1091.0	25635.0	199.0	12
锡纸	5.35	5.043478	5.75	12.952380952380953	8.0	14314.0	18.0	1
墨镜	5.7	5.681818	5.8	9.761904761904763	325.0	20374.0	73.0	5
门口	5.65	6.384615	5.25	NA	2495.0	29227.0	677.0	1
梳妆镜	NA	NA	NA	NA	NA	NA	NA	1
董事会	NA	NA	NA	NA	1222.0	26128.0	217.0	1
粉红裙子	NA	NA	NA	NA	NA	NA	NA	1
上层	4.65	5.454545	4.7	NA	385.0	21106.0	111.0	1
地道	4.2	5.52	4.75	11.375	754.0	24031.0	115.0	1
热狗	5.9	5.75	5.8	10.210526315789474	1693.0	27543.0	285.0	32
泳装	5.7	NA	5.45	NA	447.0	21761.0	66.0	1
披风	4.8	NA	5.0	NA	224.0	18751.0	28.0	1
火车轨	NA	NA	NA	NA	NA	NA	NA	2
澡池子	NA	NA	NA	NA	NA	NA	NA	2
婚纱	5.75	5.857143	6.0	12.0625	996.0	25237.0	128.0	35
杂物堆放处	NA	NA	NA	NA	NA	NA	NA	1
乒乓桌	NA	NA	NA	NA	NA	NA	NA	2
番茄	6.45	6.444444	6.2	6.45	474.0	22014.0	121.0	4
建筑物	NA	6.061224	NA	8.73076923076923	546.0	22625.0	139.0	56
蛋糕	6.45	6.928571	6.2	6.7894736842105265	5923.0	32982.0	829.0	298
步行桥	NA	NA	NA	NA	NA	NA	NA	1
肩	NA	NA	NA	NA	915.0	24871.0	254.0	2
贩售卖处	NA	NA	NA	NA	NA	NA	NA	1
香槟	6.0	5.962963	6.2	15.6	2415.0	29085.0	495.0	1
女孩儿	NA	NA	NA	NA	NA	NA	NA	1
骑	NA	NA	NA	NA	4242.0	31532.0	709.0	1
绒毛玩具	NA	NA	NA	NA	NA	NA	NA	1
算盘	5.05	5.6	5.4	10.15	95.0	15051.0	31.0	1
临时搭建篷	NA	NA	NA	NA	NA	NA	NA	1
电脑配件	NA	NA	NA	NA	NA	NA	NA	1
抛锚的车	NA	NA	NA	NA	NA	NA	NA	1
旅行照	NA	NA	NA	NA	NA	NA	NA	1
桌子和书桌	NA	NA	NA	NA	NA	NA	NA	1
痛苦	4.25	5.703704	4.15	9.368421052631579	10874.0	35621.0	2074.0	1
遥控器	NA	NA	NA	NA	563.0	22765.0	131.0	2
卡通	4.7	6.653846	5.35	7.5	674.0	23541.0	159.0	1
溜板人	NA	NA	NA	NA	NA	NA	NA	1
水果刀	NA	5.565217	NA	9.076923076923077	6.0	301.0	2.0	6
驯马师	NA	NA	NA	NA	NA	NA	NA	1
平台	5.05	5.96	4.75	14.157894736842104	611.0	23118.0	125.0	2
四轮驱动车	NA	NA	NA	NA	NA	NA	NA	2
披萨饼	NA	NA	NA	NA	NA	NA	NA	9
夹子	5.65	NA	5.75	NA	238.0	19031.0	50.0	1
红花	NA	5.173913	NA	6.9411764705882355	95.0	15051.0	7.0	1
亚洲冲浪者	NA	NA	NA	NA	NA	NA	NA	1
人们	5.05	6.9	4.75	8.05	23818.0	39025.0	3470.0	8
塑像	4.6	5.848485	5.1	10.0	179.0	17782.0	44.0	1
猫食	NA	NA	NA	NA	NA	NA	NA	1
面具式背包	NA	NA	NA	NA	NA	NA	NA	1
儿童车	NA	NA	NA	NA	NA	NA	NA	1
黑色礼服	NA	NA	NA	NA	NA	NA	NA	1
清濛	NA	NA	NA	NA	NA	NA	NA	1
冲浪选手	NA	NA	NA	NA	NA	NA	NA	3
墙壁	6.0	6.426471	5.7	7.625	704.0	23729.0	190.0	4
猫头鹰	NA	5.510638	NA	NA	426.0	21553.0	58.0	1
酒杯	5.65	6.142857	6.55	9.9375	274.0	19638.0	72.0	12
餐厅	5.75	6.6	5.4	10.0	4149.0	31436.0	797.0	52
模型	4.95	5.961538	5.25	11.6	1607.0	27316.0	327.0	2
计算机桌子	NA	NA	NA	NA	NA	NA	NA	1
冲浪爱好者	NA	NA	NA	NA	NA	NA	NA	1
男孩儿	NA	NA	NA	NA	NA	NA	NA	5
网球运动员	NA	NA	NA	NA	NA	NA	NA	29
柜台	5.7	5.884615	5.55	9.476190476190476	706.0	23747.0	182.0	1
冲浪手	NA	NA	NA	NA	NA	NA	NA	6
炒蛋	5.5	NA	6.0	NA	NA	NA	NA	3
洗手槽	NA	NA	NA	NA	NA	NA	NA	1
游戏女孩	NA	NA	NA	NA	NA	NA	NA	1
小宝宝	NA	NA	NA	NA	396.0	21239.0	102.0	1
卡车后备箱	NA	NA	NA	NA	NA	NA	NA	2
浴衣	NA	5.54	NA	11.24	107.0	15563.0	24.0	16
奶酪	5.85	5.833333	6.1	10.952380952380953	2546.0	29315.0	468.0	5
帆布	5.35	6.545455	5.85	11.615384615384615	122.0	16128.0	37.0	1
高塔	NA	NA	NA	NA	NA	NA	NA	1
出轿车	NA	NA	NA	NA	NA	NA	NA	1
宝宝车	NA	NA	NA	NA	NA	NA	NA	1
青年	4.8	6.75	5.15	12.904761904761905	963.0	25092.0	227.0	4
向日葵	NA	6.087719	NA	NA	316.0	20253.0	32.0	19
琴	NA	NA	NA	NA	936.0	24969.0	129.0	1
男人和小狗娃娃	NA	NA	NA	NA	NA	NA	NA	1
油炸圈饼	NA	NA	NA	NA	NA	NA	NA	2
汤	NA	NA	NA	NA	6.0	301.0	1.0	7
鹳	NA	NA	NA	NA	39.0	11139.0	11.0	3
人群	5.05	6.392857	5.55	10.3125	1854.0	27938.0	477.0	10
卷面皮	NA	NA	NA	NA	NA	NA	NA	1
流浪汉	NA	NA	NA	NA	948.0	25024.0	191.0	3
棒球	6.4	5.714286	5.9	10.619047619047619	3419.0	30596.0	511.0	17
炖肉	5.45	NA	5.5	NA	NA	NA	NA	1
礼服	5.6	6.259259	5.55	13.95	1726.0	27627.0	304.0	22
女网运动员	NA	NA	NA	NA	NA	NA	NA	2
运动衣	NA	NA	NA	NA	27.0	9542.0	8.0	5
牌子	4.8	5.047619	4.95	12.142857142857142	1258.0	26253.0	357.0	5
小鸟	5.65	5.916667	6.0	4.842105263157895	939.0	24983.0	207.0	9
男性后背	NA	NA	NA	NA	NA	NA	NA	1
毯子	5.75	6.5	5.15	9.346153846153847	1082.0	25599.0	256.0	4
路牌	NA	5.75	NA	9.777777777777779	98.0	15185.0	25.0	8
西装背心	NA	NA	NA	NA	NA	NA	NA	2
红酒	NA	5.653846	NA	11.727272727272727	NA	NA	NA	2
篮球运动员	NA	NA	NA	NA	NA	NA	NA	1
壁画	5.65	5.653061	5.75	12.894736842105264	152.0	17076.0	33.0	2
装饰	5.25	5.851852	5.6	10.11111111111111	1505.0	27033.0	366.0	1
放	NA	NA	NA	NA	56933.0	4281.0	5341.0	1
古屋	NA	NA	NA	NA	NA	NA	NA	1
炒米饭	NA	NA	NA	NA	NA	NA	NA	1
卷饼	NA	NA	NA	NA	NA	NA	NA	4
寺庙	5.75	6.0	5.75	8.75	23.0	18865.0	51.0	5
飞机	5.9	5.555556	6.15	8.95	14964.0	37007.0	1616.0	558
儿童桌	NA	NA	NA	NA	NA	NA	NA	1
吊带裙	NA	NA	NA	NA	NA	NA	NA	1
水	NA	NA	NA	NA	22598.0	38797.0	3094.0	25
脚凳沙发	NA	NA	NA	NA	NA	NA	NA	1
挺子	NA	NA	NA	NA	NA	NA	NA	1
蔬菜水果	NA	NA	NA	NA	NA	NA	NA	1
金属刀	NA	NA	NA	NA	NA	NA	NA	1
猫狗	NA	NA	NA	NA	NA	NA	NA	1
填充玩具熊	NA	NA	NA	NA	NA	NA	NA	2
滑冰女孩	NA	NA	NA	NA	NA	NA	NA	1
帆板	NA	NA	NA	NA	83.0	14472.0	7.0	2
便池	NA	NA	NA	NA	39.0	11139.0	12.0	1
烧烤摊	NA	NA	NA	NA	NA	NA	NA	1
开花的树	NA	NA	NA	NA	NA	NA	NA	1
滑板坡	NA	NA	NA	NA	NA	NA	NA	1
布偶	NA	NA	NA	NA	NA	NA	NA	2
铁	NA	NA	NA	NA	24.0	9031.0	1.0	2
印度牛	NA	NA	NA	NA	NA	NA	NA	1
短裤	6.05	5.894737	6.25	9.157894736842104	1025.0	25366.0	236.0	3
厨房柜台	NA	NA	NA	NA	NA	NA	NA	1
橙	NA	NA	NA	NA	292.0	19912.0	70.0	1
假花	NA	NA	NA	NA	NA	NA	NA	1
衣裳	5.0	6.787879	4.75	NA	57.0	12788.0	18.0	5
米	NA	NA	NA	NA	9044.0	3482.0	1002.0	2
勋章	4.95	5.764706	4.5	10.31578947368421	894.0	24771.0	162.0	1
厨台	NA	NA	NA	NA	NA	NA	NA	1
军刀	5.55	NA	5.7	NA	6.0	1301.0	12.0	2
鸭	NA	NA	NA	NA	6.0	301.0	1.0	3
船坞	4.85	3.959184	5.25	12.727272727272727	203.0	18325.0	44.0	3
炸鸡排	NA	NA	NA	NA	NA	NA	NA	2
杯碟	NA	NA	NA	NA	NA	NA	NA	1
女人身体	NA	NA	NA	NA	NA	NA	NA	1
道	NA	NA	NA	NA	11199.0	35748.0	2041.0	1
笔记本	NA	6.55102	NA	NA	1177.0	25966.0	265.0	1
大丽花	NA	NA	NA	NA	42.0	11461.0	5.0	1
浴室	6.15	6.304348	5.7	8.565217391304348	228.0	28837.0	557.0	5
滑板场地	NA	NA	NA	NA	NA	NA	NA	1
宝宝	5.1	6.42	5.95	7.636363636363637	3965.0	31239.0	545.0	8
观光车	NA	NA	NA	NA	NA	NA	NA	1
点	NA	NA	NA	NA	231514.0	48902.0	6194.0	1
镜子	5.55	6.607143	5.45	7.8	2301.0	28876.0	419.0	97
古董车	NA	NA	NA	NA	NA	NA	NA	1
土地	5.1	6.16	4.2	7.913043478260869	3342.0	30496.0	480.0	1
碎花裙	NA	NA	NA	NA	NA	NA	NA	1
水果沙拉	NA	NA	NA	NA	NA	NA	NA	1
马	NA	NA	NA	NA	3.0	0.0	1.0	18
手掌	5.6	6.5	6.0	5.105263157894737	385.0	21106.0	111.0	1
汉堡面包	NA	NA	NA	NA	NA	NA	NA	5
牛蹄子	NA	NA	NA	NA	NA	NA	NA	1
老兄	5.25	NA	4.9	NA	13316.0	365.0	1520.0	1
旅游车	NA	NA	NA	NA	24.0	9031.0	7.0	1
女士们先生们	NA	NA	NA	NA	NA	NA	NA	1
玩具	5.3	6.407407	5.8	7.5	3804.0	31059.0	705.0	51
滑雪员	NA	NA	NA	NA	NA	NA	NA	4
鲨鱼	5.95	5.391304	6.35	7.3	1857.0	27945.0	206.0	7
桌面	5.55	6.590909	5.7	9.565217391304348	17.0	17559.0	47.0	34
标签	5.35	6.617647	4.5	12.3	1002.0	25263.0	271.0	2
大熊	NA	NA	NA	NA	39.0	11139.0	7.0	1
狼	NA	NA	NA	NA	3583.0	30799.0	452.0	1
餐车	5.15	NA	5.75	NA	14.0	16721.0	30.0	6
生日庆典	NA	NA	NA	NA	NA	NA	NA	1
西服	6.05	6.657143	5.05	NA	519.0	22405.0	136.0	69
希腊风味披萨	NA	NA	NA	NA	NA	NA	NA	1
米饭	6.2	6.740741	5.95	5.0	438.0	21673.0	81.0	1
画	NA	NA	NA	NA	11313.0	35792.0	1289.0	1
青柠	NA	NA	NA	NA	NA	NA	NA	4
羚羊	5.2	4.357143	5.8	9.304347826086957	185.0	17924.0	43.0	3
帐篷里的猫	NA	NA	NA	NA	NA	NA	NA	1
滑翔器	NA	NA	NA	NA	NA	NA	NA	1
小牛	NA	NA	NA	NA	113.0	15798.0	25.0	1
包装	5.55	5.884615	4.8	8.947368421052632	805.0	24314.0	216.0	1
谷物	5.55	5.333333	6.05	8.55	25.0	19243.0	58.0	1
背包	5.65	6.539286	5.0	9.636363636363637	891.0	24757.0	197.0	6
服饰	4.8	6.607143	5.3	9.363636363636363	435.0	21644.0	96.0	1
足球运动衣	NA	NA	NA	NA	NA	NA	NA	1
牙刷	6.15	6.588235	6.15	6.2272727272727275	501.0	22253.0	135.0	1
英语	6.0	6.608696	4.75	8.263157894736842	3535.0	30741.0	713.0	1
牛逼	NA	NA	NA	NA	NA	NA	NA	1
花卉	5.05	6.088235	5.6	9.38095238	66.0	13424.0	14.0	2
母羊	NA	NA	NA	NA	NA	NA	NA	1
汤碗汤碗	NA	NA	NA	NA	NA	NA	NA	1
裙子	5.9	6.516667	5.95	6.4375	3467.0	30656.0	619.0	240
观景台	NA	NA	NA	NA	NA	NA	NA	1
城门	NA	6.088235	NA	9.789473684210526	122.0	16128.0	19.0	3
店面	4.55	6.177778	4.4	10.368421052631579	86.0	14624.0	25.0	11
符号	4.35	6.705882	4.85	9.45	99.0	25211.0	149.0	1
刀叉	6.4	6.227273	6.2	NA	75.0	13979.0	23.0	10
大鸟	NA	NA	NA	NA	NA	NA	NA	1
老头子	NA	NA	NA	NA	724.0	23856.0	155.0	1
泰	NA	NA	NA	NA	2218.0	28716.0	259.0	2
乒乓球	NA	6.166667	NA	8.363636363636363	224.0	18751.0	49.0	1
冰淇淋	NA	6.041667	NA	6.857142857142857	166.0	27459.0	343.0	4
棉羊	NA	NA	NA	NA	NA	NA	NA	3
蛋挞	NA	NA	NA	NA	NA	NA	NA	1
靠背	4.55	NA	4.3	NA	27.0	9542.0	9.0	5
电话架	NA	NA	NA	NA	NA	NA	NA	1
座子	NA	NA	NA	NA	6.0	301.0	2.0	16
火车桥	NA	NA	NA	NA	NA	NA	NA	1
树木	5.2	6.727273	6.0	7.2631578947368425	391.0	21173.0	91.0	2
皮砸	NA	NA	NA	NA	NA	NA	NA	1
锚	NA	NA	NA	NA	238.0	19031.0	49.0	1
打电话的人	NA	NA	NA	NA	NA	NA	NA	1
滑板选手	NA	NA	NA	NA	NA	NA	NA	2
瑞士刀	NA	NA	NA	NA	NA	NA	NA	2
青柠檬	NA	NA	NA	NA	NA	NA	NA	1
玩水	NA	NA	NA	NA	NA	NA	NA	1
湖畔	4.75	5.710526	5.25	10.434782608695652	54.0	12553.0	14.0	1
绵阳	NA	NA	NA	NA	NA	NA	NA	4
高领衫	NA	NA	NA	NA	NA	NA	NA	1
家人	5.3	6.8	5.5	6.555555555555555	8585.0	34594.0	1694.0	1
旋螺桨	NA	NA	NA	NA	NA	NA	NA	1
领子	NA	6.148148	NA	NA	137.0	16628.0	40.0	7
比萨比萨	NA	NA	NA	NA	NA	NA	NA	2
气球	6.05	6.481481	6.3	5.31578947	888.0	24742.0	186.0	5
鼠	NA	NA	NA	NA	1651.0	27435.0	302.0	6
电车	5.95	6.285714	5.9	12.5	489.0	22148.0	49.0	3
商店	5.3	6.833333	5.05	8.6875	3649.0	30878.0	800.0	18
睡袋	5.8	5.625	5.8	13.136363636363637	188.0	17993.0	46.0	4
披萨料	NA	NA	NA	NA	NA	NA	NA	1
博饼	NA	NA	NA	NA	NA	NA	NA	5
食物餐车	NA	NA	NA	NA	NA	NA	NA	1
事物	3.8	6.2	2.75	9.95	2376.0	29015.0	580.0	2
滑雪板老兄的脚	NA	NA	NA	NA	NA	NA	NA	1
套头衫	NA	NA	NA	NA	33.0	10414.0	11.0	2
快餐店	NA	6.085106	NA	11.727272727272727	188.0	17993.0	58.0	1
摩托车手	NA	NA	NA	NA	NA	NA	NA	3
早餐	5.25	6.740741	4.7	6.571428571428571	3717.0	30959.0	841.0	28
柠檬	6.55	6.043478	6.1	9.055555555555555	966.0	25105.0	195.0	9
铁桥	6.1	4.666667	5.85	11.80952380952381	18.0	7782.0	3.0	1
盖	NA	NA	NA	NA	6.0	301.0	1.0	1
包心菜	NA	NA	NA	NA	6.0	301.0	2.0	2
迪士尼公主	NA	NA	NA	NA	NA	NA	NA	1
单板滑雪者	NA	NA	NA	NA	NA	NA	NA	1
木板	5.85	5.592593	5.9	6.176470588235294	441.0	21703.0	82.0	2
鱼	NA	NA	NA	NA	7548.0	34035.0	1018.0	1
女性聚会者	NA	NA	NA	NA	NA	NA	NA	1
网球服	NA	NA	NA	NA	NA	NA	NA	3
家具	5.55	6.875	5.9	8.571428571428571	1279.0	26325.0	303.0	3
洗澡器	NA	NA	NA	NA	NA	NA	NA	1
可乐	6.1	6.328947	6.1	8.833333333333334	1186.0	25999.0	274.0	2
门牌号	NA	NA	NA	NA	45.0	11761.0	12.0	2
大众汽车	NA	NA	NA	NA	NA	NA	NA	1
汽水	5.35	6.557407	5.65	8.894736842105264	742.0	23962.0	169.0	2
吊桥	5.3	5.326923	5.3	11.61111111111111	164.0	17404.0	23.0	1
门面房	NA	NA	NA	NA	NA	NA	NA	1
饭桌	5.75	6.181818	5.45	7.3	113.0	15798.0	34.0	2
电脑	5.95	6.742857	5.6	10.565217391304348	9569.0	35065.0	1205.0	34
儿童	5.0	5.703704	5.35	6.380952380952381	3833.0	31092.0	758.0	25
棒球服	NA	NA	NA	NA	NA	NA	NA	13
毛绒玩具	NA	NA	NA	NA	NA	NA	NA	3
地板	5.5	6.294118	5.6	7.045454545454546	2903.0	29886.0	694.0	3
角色扮演	NA	NA	NA	NA	NA	NA	NA	1
汽车盖子	NA	NA	NA	NA	NA	NA	NA	1
茶点	5.3	5.911111	5.65	11.925925925925926	69.0	13617.0	22.0	1
剪裁	5.8	NA	4.6	NA	63.0	13222.0	14.0	1
斜坡	5.2	5.304348	4.6	8.833333333333334	227.0	18808.0	51.0	2
远动员	NA	NA	NA	NA	NA	NA	NA	1
孕妇	5.45	5.807692	5.45	9.333333333333334	534.0	22529.0	124.0	5
烟囱	5.9	5.954545	6.2	8.714285714285714	331.0	20453.0	76.0	2
和服	5.8	5.321429	5.7	14.470588235294118	206.0	18388.0	26.0	24
车头盖	NA	NA	NA	NA	NA	NA	NA	5
被	NA	NA	NA	NA	195833.0	48175.0	6150.0	3
直升机	NA	5.897959	NA	11.409090909090908	2784.0	29703.0	433.0	1
汽车头	NA	NA	NA	NA	NA	NA	NA	1
鲜花	5.35	6.558824	6.15	7.15	733.0	23909.0	177.0	1
舞台	5.65	6.0	5.4	9.238095238095237	5697.0	32813.0	575.0	2
灯柱	5.55	NA	5.95	NA	69.0	13617.0	20.0	1
顾客	5.35	6.19375	4.7	11.789473684210526	2942.0	29943.0	583.0	1
身体	5.75	6.909091	4.95	8.4	14201.0	3678.0	2403.0	4
圈子	3.7	6.31044	4.1	14.952380952380953	954.0	25051.0	257.0	1
横幅	NA	6.0	NA	11.88888888888889	107.0	15563.0	27.0	1
街球手	NA	NA	NA	NA	NA	NA	NA	1
男人与狗	NA	NA	NA	NA	NA	NA	NA	1
汗衫	5.7	NA	4.8	NA	146.0	16902.0	45.0	10
白菜	5.9	6.24	5.2	7.5	78.0	1415.0	16.0	2
車頭	NA	NA	NA	NA	NA	NA	NA	1
后车尾	NA	NA	NA	NA	NA	NA	NA	1
侧视镜	NA	NA	NA	NA	NA	NA	NA	1
袋子	5.0	6.285714	5.85	7.3478260869565215	2376.0	29015.0	492.0	1
老车	NA	NA	NA	NA	3.0	0.0	1.0	2
萝卜蛋糕	NA	NA	NA	NA	NA	NA	NA	1
手指	5.65	6.53125	6.0	5.722222222222222	2993.0	30017.0	684.0	1
卫衣	NA	NA	NA	NA	NA	NA	NA	13
轮椅	5.7	6.708333	5.8	9.157894736842104	113.0	25786.0	201.0	2
领结	NA	5.32	NA	NA	209.0	18451.0	56.0	30
繁殖	4.85	4.653846	4.45	13.31578947368421	373.0	20969.0	92.0	1
行人桥	NA	NA	NA	NA	NA	NA	NA	1
小孩们	NA	NA	NA	NA	NA	NA	NA	1
轮船	5.8	6.136364	6.3	8.3	143.0	16812.0	38.0	3
喷射机	NA	NA	NA	NA	NA	NA	NA	1
烤熊饼	NA	NA	NA	NA	NA	NA	NA	1
野餐桌	NA	NA	NA	NA	NA	NA	NA	5
包子	5.4	6.73262	5.85	7.57894737	78.0	1415.0	8.0	11
袍子	NA	5.392857	NA	13.238095238095237	224.0	18751.0	46.0	4
笔记本电脑桌	NA	NA	NA	NA	NA	NA	NA	1
图尔克	NA	NA	NA	NA	NA	NA	NA	7
公主	4.95	6.0	5.45	5.526315789473684	3634.0	3086.0	513.0	8
招牌	5.2	6.535714	5.25	11.222222222222221	426.0	21553.0	117.0	21
陶制品	NA	NA	NA	NA	NA	NA	NA	1
学步的儿童	NA	NA	NA	NA	NA	NA	NA	1
游戏机手柄	NA	NA	NA	NA	NA	NA	NA	1
卡马拉	NA	NA	NA	NA	3.0	0.0	1.0	1
晚饭	5.9	6.740741	5.6	5.882352941176471	4808.0	32076.0	1072.0	1
画像	5.6	6.434783	5.05	9.19047619047619	563.0	22765.0	124.0	1
水龙头	NA	6.0	NA	7.318181818181818	218.0	18633.0	58.0	11
主菜	NA	6.090909	NA	12.043478260869565	143.0	16812.0	44.0	1
大夏	NA	NA	NA	NA	NA	NA	NA	1
肉排	NA	NA	NA	NA	119.0	16021.0	25.0	1
学生	5.4	6.8125	4.95	6.909090909090909	877.0	34686.0	1238.0	2
牛毛	NA	NA	NA	NA	9.0	4771.0	3.0	1
大众车	NA	NA	NA	NA	NA	NA	NA	1
菜	NA	NA	NA	NA	5852.0	32929.0	1114.0	50
公交车	NA	NA	NA	NA	NA	NA	NA	25
钟楼	5.65	5.12	6.0	12.125	149.0	1699.0	24.0	15
奶	NA	NA	NA	NA	2313.0	28899.0	455.0	1
烤箱	NA	NA	NA	NA	584.0	22923.0	148.0	1
麦克风	NA	NA	NA	NA	921.0	249.0	206.0	2
房子	5.35	6.8	6.0	7.095238095238095	24512.0	3915.0	2820.0	560
洋装	NA	NA	NA	NA	6.0	1301.0	12.0	6
炙烤	NA	NA	NA	NA	NA	NA	NA	5
人行道	NA	5.458333	NA	NA	477.0	22041.0	135.0	9
孩子吃	NA	NA	NA	NA	NA	NA	NA	1
炒饭	6.05	5.761905	5.85	8.5	6.0	1301.0	16.0	5
洗菜	NA	NA	NA	NA	NA	NA	NA	1
碉堡	4.75	4.259259	5.7	11.607142857142858	185.0	17924.0	34.0	1
滑雪玩家	NA	NA	NA	NA	NA	NA	NA	1
水果派	NA	NA	NA	NA	NA	NA	NA	1
篷子	NA	NA	NA	NA	NA	NA	NA	2
牌匾	5.0	5.304348	4.5	12.666666666666666	3.0	0.0	1.0	1
工作	4.6	6.233333	4.25	12.4375	89997.0	44799.0	5295.0	1
高丽菜	NA	NA	NA	NA	NA	NA	NA	2
鲨鱼玩偶	NA	NA	NA	NA	NA	NA	NA	1
面包刀	NA	NA	NA	NA	NA	NA	NA	1
茶几	6.1	5.541667	5.35	10.095238095238095	72.0	13802.0	19.0	13
麦片面包	NA	NA	NA	NA	NA	NA	NA	2
塔可	NA	NA	NA	NA	NA	NA	NA	1
计程车	NA	NA	NA	NA	721.0	23838.0	126.0	3
穴道	4.25	NA	4.5	NA	27.0	9542.0	5.0	1
人和狗和车	NA	NA	NA	NA	NA	NA	NA	1
渔港	5.1	5.105263	4.85	10.842105263157896	6.0	301.0	2.0	1
衣服	5.75	6.857143	5.8	5.5	24235.0	39101.0	3326.0	692
寿星	4.8	NA	4.25	NA	167.0	17482.0	46.0	1
白鹭	5.7	5.48	6.15	11.227272727272727	15.0	699.0	1.0	1
花台	NA	NA	NA	NA	NA	NA	NA	1
老人	5.55	6.642857	5.7	7.105263157894737	1878.0	27993.0	427.0	32
床垫	6.0	6.090909	5.45	8.444444444444445	423.0	21523.0	101.0	4
警车	5.55	5.958333	5.3	7.85	674.0	23541.0	175.0	12
独木舟	NA	NA	NA	NA	113.0	15798.0	29.0	2
面子	4.3	6.571429	4.1	13.333333333333334	888.0	24742.0	259.0	2
生菜	5.65	6.2	5.5	9.421052631578947	152.0	17076.0	43.0	12
篮球员	NA	NA	NA	NA	NA	NA	NA	2
衣衫	NA	6.0	NA	NA	78.0	1415.0	24.0	1
风筝	5.7	5.857143	6.3	7.428571428571429	313.0	20212.0	47.0	131
浴室水龙头	NA	NA	NA	NA	NA	NA	NA	1
垫子	NA	6.791667	NA	NA	45.0	2179.0	121.0	4
弃船	NA	NA	NA	NA	NA	NA	NA	1
救火车	NA	NA	NA	NA	72.0	13802.0	17.0	1
小菜一碟	NA	NA	NA	NA	NA	NA	NA	1
大桥	NA	5.791667	NA	6.947368421052632	429.0	21584.0	79.0	6
陈设	4.55	6.176471	4.25	14.8	9.0	4771.0	3.0	1
花坛	5.2	6.791667	5.1	8.166666666666666	24.0	9031.0	6.0	1
担纲	4.35	3.666667	3.2	15.1875	3.0	0.0	1.0	1
玛芬	NA	NA	NA	NA	24.0	9031.0	3.0	1
蓝色夹克	NA	NA	NA	NA	NA	NA	NA	1
光	NA	NA	NA	NA	11265.0	35774.0	2227.0	2
女足运动员	NA	NA	NA	NA	NA	NA	NA	2
滑翔机	NA	NA	NA	NA	6.0	1301.0	16.0	10
胡萝卜	NA	NA	NA	NA	671.0	23522.0	136.0	4
看门人	NA	NA	NA	NA	NA	NA	NA	1
牛油果	NA	NA	NA	NA	NA	NA	NA	2
帽	NA	NA	NA	NA	1374.0	26637.0	322.0	1
立交桥	NA	4.916667	NA	NA	42.0	11461.0	9.0	3
猫碗	NA	NA	NA	NA	NA	NA	NA	1
燕麦	6.0	NA	5.85	NA	158.0	17243.0	42.0	2
坡道	NA	5.294118	NA	12.409090909090908	33.0	10414.0	10.0	2
收	NA	NA	NA	NA	9649.0	35101.0	2016.0	1
杆子	NA	NA	NA	NA	185.0	17924.0	53.0	1
鸟类	5.8	6.181818	5.6	9.11111111111111	292.0	19912.0	66.0	1
冲浪板	NA	NA	NA	NA	NA	NA	NA	5
兜帽	NA	NA	NA	NA	NA	NA	NA	2
店铺招牌	NA	NA	NA	NA	NA	NA	NA	1
马车夫	NA	NA	NA	NA	27.0	9542.0	7.0	1
浆	NA	NA	NA	NA	23.0	18865.0	61.0	1
枕头	5.4	6.7	6.1	6.681818181818182	1452.0	26875.0	331.0	4
马术拖车	NA	NA	NA	NA	NA	NA	NA	1
