word,concreteness,imageability,familiarity,age_of_acquisition,freq_zh,log_freq_zh,freq_mn
引擎罩,NA,NA,NA,NA,NA,NA,2
古屋,NA,NA,NA,NA,NA,NA,1
萝卜蛋糕,NA,NA,NA,NA,NA,NA,1
孔雀,1.208333,4.692 ,4.211 ,1.615 ,194,18129,18
照相,1.638889,4.750 ,6.190 ,1.538 ,856,24579,1
溏心蛋,NA,NA,NA,NA,NA,NA,1
步行桥,NA,NA,NA,NA,NA,NA,1
芝士披萨,NA,NA,NA,NA,NA,NA,1
镜,NA,NA,NA,NA,2841,29791,2
番茄泥,NA,NA,NA,NA,NA,NA,1
标志物,NA,NA,NA,NA,NA,NA,1
房,NA,NA,NA,NA,7205,33833,11
坡,NA,NA,NA,NA,474,22014,2
网球裙,NA,NA,NA,NA,NA,NA,5
大腿,1.277778,NA,NA,NA,867,24639,1
客车,NA,3.583 ,5.571 ,2.200 ,6,1301,13
零食,1.633333,NA,NA,NA,453,21818,2
青年人,NA,NA,NA,NA,45,11761,1
巧克力蛋糕,NA,NA,NA,NA,NA,NA,1
茶点,2,NA,NA,NA,69,13617,1
嘴鹦鹉,NA,NA,NA,NA,NA,NA,1
麦克风,NA,NA,NA,NA,921,249,2
地板,NA,6.308 ,6.000 ,2.100 ,2903,29886,3
蔬菜,1.84,5.867 ,5.316 ,1.563 ,1037,25416,80
牛仔帽,NA,NA,NA,NA,NA,NA,1
蛋糕胚,NA,NA,NA,NA,NA,NA,1
热狗,1.807692,NA,NA,NA,1693,27543,32
打棒球,NA,NA,NA,NA,NA,NA,1
女足运动员,NA,NA,NA,NA,NA,NA,2
甜品,2.038462,NA,NA,NA,298,2,35
角色扮演,NA,NA,NA,NA,NA,NA,1
充电垫子,NA,NA,NA,NA,NA,NA,1
停机坪,NA,NA,NA,NA,158,17243,1
女子,NA,5.182 ,5.273 ,1.588 ,2105,28488,7
书桌,NA,NA,NA,NA,233,18921,56
鱼缸,1.222222,NA,NA,NA,23,18865,4
阳台,1.26087,NA,NA,NA,79,24232,1
桌椅,1.346154,NA,NA,NA,42,11461,3
足球运动衣,NA,NA,NA,NA,NA,NA,1
栈桥,NA,NA,NA,NA,9,4771,7
公交,NA,NA,NA,NA,593,22989,6
包装,NA,4.364 ,5.591 ,2.846 ,805,24314,1
鳄梨,NA,NA,NA,NA,NA,NA,1
母婴,2,NA,NA,NA,3,0,1
课桌,NA,NA,NA,NA,39,11139,1
蹲下,NA,NA,NA,NA,NA,NA,1
饼子,NA,NA,NA,NA,6,301,2
窗,NA,NA,NA,NA,1571,27218,2
酱汁,NA,NA,NA,NA,NA,NA,1
面条,1.266667,NA,NA,NA,879,24698,9
螺旋桨飞机,NA,NA,NA,NA,NA,NA,1
趋向,NA,NA,NA,NA,83,14472,1
上半身,NA,NA,NA,NA,NA,NA,2
客厅,1.5,4.750 ,6.455 ,1.786 ,1133,25798,1
番茄,1.086957,NA,NA,NA,474,22014,4
西装制服,NA,NA,NA,NA,NA,NA,2
饭盒,1.130435,NA,NA,NA,95,15051,2
男众,NA,NA,NA,NA,NA,NA,1
幼儿,1.742857,NA,NA,NA,69,13617,2
花台,NA,NA,NA,NA,NA,NA,1
点心,2.173913,3.833 ,6.364 ,2.000 ,116,25899,4
菜花,NA,NA,NA,NA,27,9542,1
售货亭,NA,NA,NA,NA,3,0,1
法庭套房,NA,NA,NA,NA,NA,NA,1
比基尼,NA,NA,NA,NA,557,22718,7
玩具头盔,NA,NA,NA,NA,NA,NA,1
别墅,1.387097,NA,NA,NA,1016,25328,18
洗澡器,NA,NA,NA,NA,NA,NA,1
袋,NA,NA,NA,NA,3282,30418,1
模型,NA,4.538 ,5.750 ,2.800 ,1607,27316,2
肉排,NA,NA,NA,NA,119,16021,1
沙,NA,NA,NA,NA,2203,28686,2
铁,NA,NA,NA,NA,24,9031,2
家人,1.653846,NA,NA,NA,8585,34594,1
冰琪琳,NA,NA,NA,NA,3,0,1
鹅,NA,NA,NA,NA,3,0,7
袋子,NA,NA,NA,NA,2376,29015,1
母亲,1.304348,6.222 ,6.762 ,1.417 ,18467,3792,4
玩具牛,NA,NA,NA,NA,NA,NA,1
饰品容器,NA,NA,NA,NA,NA,NA,1
高塔,NA,NA,NA,NA,NA,NA,1
上衣,NA,4.000 ,5.048 ,1.400 ,1112,25717,80
芝士香辣大饼,NA,NA,NA,NA,NA,NA,1
火车桥,NA,NA,NA,NA,NA,NA,1
甘蓝,NA,NA,NA,NA,149,1699,1
女性聚会者,NA,NA,NA,NA,NA,NA,1
碟,NA,NA,NA,NA,1172,25944,1
伞,NA,NA,NA,NA,677,2356,66
燕麦,NA,NA,NA,NA,158,17243,2
肩膀,1.26087,6.308 ,5.909 ,2.667 ,2045,28363,1
发夹,NA,NA,NA,NA,158,17243,1
滑板道,NA,NA,NA,NA,NA,NA,1
公车,NA,NA,NA,NA,1332,26503,9
义大利菜,NA,NA,NA,NA,NA,NA,1
便当,1.958333,NA,NA,NA,2,18261,1
白酒,1.307692,NA,NA,NA,128,16335,1
塔克,NA,NA,NA,NA,277,19685,2
救火车,NA,NA,NA,NA,72,13802,1
男孩儿,NA,NA,NA,NA,NA,NA,5
伙计,2.296296,6.000 ,4.818 ,2.875 ,44902,41779,1
病房,NA,5.100 ,3.864 ,2.200 ,972,25132,1
游戏女孩,NA,NA,NA,NA,NA,NA,1
队员,2.115385,4.643 ,6.364 ,2.500 ,4632,31915,1
壁画,1.333333,NA,NA,NA,152,17076,2
狼,NA,NA,NA,NA,3583,30799,1
鸡蛋,1.038462,NA,NA,NA,2143,28567,15
人行道,NA,NA,NA,NA,477,22041,9
羊肉,1.16129,NA,NA,NA,209,18451,4
远动员,NA,NA,NA,NA,NA,NA,1
卷面皮,NA,NA,NA,NA,NA,NA,1
的,NA,NA,NA,NA,5015513,6226,1
汗衫,NA,NA,NA,NA,146,16902,10
狗头,NA,NA,NA,NA,42,11461,3
燕麦粥,NA,NA,NA,NA,NA,NA,1
棒球手,NA,NA,NA,NA,NA,NA,28
困猫,NA,NA,NA,NA,NA,NA,1
车镜,NA,NA,NA,NA,NA,NA,3
后备箱,NA,NA,NA,NA,NA,NA,5
女郎,NA,NA,NA,NA,2194,28669,1
运动衣,NA,NA,NA,NA,27,9542,5
礼服,1.628571,NA,NA,NA,1726,27627,22
相框,NA,NA,NA,NA,NA,NA,1
短袖,NA,NA,NA,NA,66,13424,28
滑板爱好者,NA,NA,NA,NA,NA,NA,1
路灯,NA,NA,NA,NA,14,16721,5
电器,1.956522,4.692 ,5.818 ,2.067 ,307,20128,5
伞桶,NA,NA,NA,NA,NA,NA,2
一家子,NA,NA,NA,NA,253,19294,1
网球员,NA,NA,NA,NA,NA,NA,6
广场人,NA,NA,NA,NA,NA,NA,1
衣衫,NA,NA,NA,NA,78,1415,1
咸蛋,1.482759,NA,NA,NA,12,6021,1
面包圈,NA,NA,NA,NA,NA,NA,7
马尾,NA,NA,NA,NA,185,17924,1
水罐,NA,NA,NA,NA,36,10792,3
车顶,NA,NA,NA,NA,218,18633,6
手机座,NA,NA,NA,NA,NA,NA,1
防风衣,NA,NA,NA,NA,NA,NA,1
金属刀,NA,NA,NA,NA,NA,NA,1
黄色,2.25,3.583 ,6.136 ,1.545 ,1961,28182,1
小学生,NA,NA,NA,NA,149,1699,2
卤素灯,NA,NA,NA,NA,NA,NA,1
教堂,1.52,5.231 ,5.333 ,2.143 ,6487,33377,42
正装,NA,NA,NA,NA,NA,NA,2
啄木鸟,NA,NA,NA,NA,86,14624,3
滑水运动员,NA,NA,NA,NA,NA,NA,1
草,NA,NA,NA,NA,2215,2871,1
鹿角滑雪女子,NA,NA,NA,NA,NA,NA,1
熊,NA,NA,NA,NA,4382,31673,116
竹酒店,NA,NA,NA,NA,NA,NA,1
車頭,NA,NA,NA,NA,NA,NA,1
女孩儿,NA,NA,NA,NA,NA,NA,1
痛苦,NA,4.800 ,6.591 ,3.071 ,10874,35621,1
风筝,1.304348,NA,NA,NA,313,20212,131
老奶奶,NA,NA,NA,NA,289,19868,2
打击手,NA,NA,NA,NA,NA,NA,1
帐篷,NA,NA,NA,NA,1163,25911,281
叉车,NA,NA,NA,NA,36,10792,1
厨师,1.3,NA,NA,NA,1306,26415,4
比基尼泳装,NA,NA,NA,NA,NA,NA,1
乒乓球桌,NA,NA,NA,NA,NA,NA,12
木头,NA,4.333 ,6.955 ,1.250 ,1356,2658,8
小桌,NA,NA,NA,NA,NA,NA,1
冰激凌车,NA,NA,NA,NA,NA,NA,1
女子羽毛球运动员,NA,NA,NA,NA,NA,NA,1
覆盖,3.173913,4.400 ,6.136 ,2.667 ,647,23365,1
路灯柱,NA,NA,NA,NA,NA,NA,1
牛头,NA,NA,NA,NA,NA,NA,1
儿童车,NA,NA,NA,NA,NA,NA,1
晚餐,NA,4.917 ,6.524 ,1.273 ,7178,33817,1
剪子,NA,NA,NA,NA,286,19823,3
管道,1.611111,3.385 ,4.636 ,2.667 ,1127,25775,1
游轮,NA,NA,NA,NA,14,16721,2
水果派,NA,NA,NA,NA,NA,NA,1
古堡,1.466667,NA,NA,NA,33,10414,1
垃圾食品,NA,NA,NA,NA,NA,NA,1
灯笼,1.333333,4.929 ,4.545 ,2.333 ,107,15563,1
纸飞机,NA,NA,NA,NA,NA,NA,1
床梯,NA,NA,NA,NA,NA,NA,1
逛街,NA,NA,NA,NA,NA,NA,1
雕象,NA,NA,NA,NA,NA,NA,1
背,NA,NA,NA,NA,603,3306,1
鸟类,2.28,NA,NA,NA,292,19912,1
商贩,NA,NA,NA,NA,24,9031,1
划船,1.461538,NA,NA,NA,352,20719,1
杯碟,NA,NA,NA,NA,NA,NA,1
甜点,NA,NA,NA,NA,NA,NA,42
球拍,NA,NA,NA,NA,98,15185,3
仓鼠,1.346154,NA,NA,NA,137,16628,2
棒球上衣,NA,NA,NA,NA,NA,NA,2
人类,NA,5.833 ,5.727 ,1.909 ,11497,35862,10
饱,NA,NA,NA,NA,1267,26284,2
泡沫,2.517241,3.533 ,5.818 ,2.750 ,471,21987,1
绵阳,NA,NA,NA,NA,NA,NA,4
兜帽,NA,NA,NA,NA,NA,NA,2
播放,2.518519,NA,NA,NA,1467,2692,1
铁路设施,NA,NA,NA,NA,NA,NA,1
海军飞机,NA,NA,NA,NA,NA,NA,1
多士,NA,NA,NA,NA,NA,NA,1
熊雕像,NA,NA,NA,NA,NA,NA,1
救生衣,NA,NA,NA,NA,134,16532,8
龙猫,NA,NA,NA,NA,NA,NA,1
游行,NA,5.071 ,5.864 ,3.500 ,1544,27143,2
电脑做,NA,NA,NA,NA,NA,NA,1
城门,NA,NA,NA,NA,122,16128,3
布娃娃,NA,NA,NA,NA,NA,NA,2
法庭,NA,NA,NA,NA,6922,33659,2
瑞士刀,NA,NA,NA,NA,NA,NA,2
移动餐厅,NA,NA,NA,NA,NA,NA,1
冲浪员,NA,NA,NA,NA,NA,NA,1
仙人球,NA,NA,NA,NA,18,7782,1
冲浪运动员,NA,NA,NA,NA,NA,NA,3
大丽花,NA,NA,NA,NA,42,11461,1
学士袍,NA,NA,NA,NA,NA,NA,1
足球,1.12,3.071 ,6.091 ,1.813 ,1827,27875,7
眼罩,1.692308,NA,NA,NA,274,19638,17
回教少女,NA,NA,NA,NA,NA,NA,1
摩托,1.192308,NA,NA,NA,769,24116,5
面,NA,NA,NA,NA,11644,35917,11
官员,1.875,NA,NA,NA,1291,26365,1
广告牌,NA,NA,NA,NA,331,20453,3
乳蛋饼,NA,NA,NA,NA,NA,NA,2
烤饼,NA,NA,NA,NA,NA,NA,1
市政厅,NA,NA,NA,NA,423,21523,1
学士服,NA,NA,NA,NA,NA,NA,4
开幕,NA,3.700 ,4.952 ,2.462 ,218,18633,1
夹克背心,NA,NA,NA,NA,NA,NA,1
滑雪员,NA,NA,NA,NA,NA,NA,4
大篷车,NA,NA,NA,NA,57,12788,1
轿车,1.347826,5.833 ,6.429 ,1.214 ,1294,26375,87
塑像,NA,NA,NA,NA,179,17782,1
帕茨基,NA,NA,NA,NA,NA,NA,1
地铁,1.076923,NA,NA,NA,1863,27959,2
台,NA,NA,NA,NA,45,11761,5
橄榄球服,NA,NA,NA,NA,NA,NA,3
宝塔,NA,NA,NA,NA,27,9542,1
防护栏,NA,NA,NA,NA,NA,NA,1
羚羊,1.151515,NA,NA,NA,185,17924,3
越野滑雪者,NA,NA,NA,NA,NA,NA,1
卡通,2.277778,NA,NA,NA,674,23541,1
小姐,NA,6.000 ,5.591 ,2.400 ,25108,39255,1
桥洞,NA,NA,NA,NA,6,301,2
烤盘,NA,NA,NA,NA,NA,NA,5
警示牌,NA,NA,NA,NA,6,301,1
楼房,1.514286,4.385 ,5.571 ,1.286 ,134,16532,47
蓬,NA,NA,NA,NA,271,1959,2
火警车,NA,NA,NA,NA,NA,NA,1
勺子,NA,4.923 ,5.818 ,1.643 ,456,21847,11
结,NA,NA,NA,NA,485,32114,1
宾馆,1.538462,7.000 ,5.818 ,1.636 ,1136,25809,2
椅子,1.230769,6.500 ,5.545 ,2.000 ,3529,30734,50
行李箱,NA,NA,NA,NA,334,20492,5
肉,NA,NA,NA,NA,7321,33902,14
人行横道,NA,NA,NA,NA,33,10414,1
泳装,NA,NA,NA,NA,447,21761,1
影子,2.212121,6.333 ,5.727 ,2.455 ,1019,2534,1
遮阳伞,NA,NA,NA,NA,57,12788,17
投球,NA,NA,NA,NA,653,23404,1
衣帽,NA,NA,NA,NA,21,8451,1
篮球球员,NA,NA,NA,NA,NA,NA,1
铁轨,NA,NA,NA,NA,331,20453,41
网球手,NA,NA,NA,NA,NA,NA,18
电话,1.5,5.538 ,6.227 ,1.333 ,54772,42642,6
朋友,1.666667,2.769 ,6.364 ,1.000 ,77555,44153,3
脚凳沙发,NA,NA,NA,NA,NA,NA,1
邮轮,1.608696,NA,NA,NA,78,1415,1
电线杆,NA,NA,NA,NA,131,16435,5
演员,NA,4.692 ,6.143 ,2.600 ,8558,3458,1
雪橇,NA,NA,NA,NA,563,22765,1
夫妇,1.583333,NA,NA,NA,265,29489,1
热狗店,NA,NA,NA,NA,NA,NA,1
机械,NA,5.636 ,5.636 ,3.000 ,1189,2601,1
打印机,NA,NA,NA,NA,173,17634,1
饮品,NA,NA,NA,NA,95,15051,1
小孩们,NA,NA,NA,NA,NA,NA,1
针织衫,NA,NA,NA,NA,NA,NA,2
人赛车摩托,NA,NA,NA,NA,NA,NA,1
物,NA,NA,NA,NA,4456,31746,1
中年妇女,NA,NA,NA,NA,NA,NA,1
衣裳,NA,4.923 ,5.727 ,2.100 ,57,12788,5
石头,1.24,3.100 ,6.455 ,1.462 ,4188,31477,8
头像,NA,NA,NA,NA,253,19294,1
土司,NA,NA,NA,NA,203,18325,6
收香蕉,NA,NA,NA,NA,NA,NA,1
宝座,2.424242,NA,NA,NA,17,17559,1
工具,2.5,5.750 ,5.955 ,1.733 ,3115,30191,2
兄弟,1.571429,3.250 ,6.182 ,1.308 ,25728,39361,1
天鹅,1.472222,NA,NA,NA,289,19868,13
遥控,2.291667,NA,NA,NA,581,229,1
计算机桌子,NA,NA,NA,NA,NA,NA,1
反射弧,NA,NA,NA,NA,12,6021,1
医院,NA,4.750 ,5.773 ,1.429 ,1607,37317,1
宠物,1.967742,NA,NA,NA,1967,28195,4
微波,NA,NA,NA,NA,2,18261,1
骑自行车的人,NA,NA,NA,NA,NA,NA,1
罐,NA,NA,NA,NA,2212,28704,1
下半身,NA,NA,NA,NA,NA,NA,3
花苞,NA,NA,NA,NA,3,0,1
曲奇饼,NA,NA,NA,NA,NA,NA,1
长袖恤,NA,NA,NA,NA,NA,NA,1
向日癸,NA,NA,NA,NA,NA,NA,1
斜坡,1.782609,NA,NA,NA,227,18808,2
奶猫,NA,NA,NA,NA,NA,NA,1
网球服,NA,NA,NA,NA,NA,NA,3
球,NA,NA,NA,NA,21227,38525,1
挖掘机,NA,NA,NA,NA,18,7782,1
比萨饼,NA,NA,NA,NA,25,19243,26
过滤水壶,NA,NA,NA,NA,NA,NA,1
衣饰,2,NA,NA,NA,24,9031,1
灯框,NA,NA,NA,NA,NA,NA,1
马桶,1.2,NA,NA,NA,1177,25966,1
球服,NA,NA,NA,NA,NA,NA,1
天桥,1.518519,NA,NA,NA,215,18573,17
杂技,2.538462,NA,NA,NA,241,19085,1
电脑设备,NA,NA,NA,NA,NA,NA,1
桥车,NA,NA,NA,NA,NA,NA,1
白人妇女,NA,NA,NA,NA,NA,NA,1
沙滩帐篷,NA,NA,NA,NA,NA,NA,1
灯柱,NA,NA,NA,NA,69,13617,1
女童,1.583333,NA,NA,NA,101,15315,2
证书,1.346154,NA,NA,NA,492,22175,1
贴画,NA,NA,NA,NA,24,9031,1
火箭,1.466667,5.545 ,5.636 ,2.500 ,1568,2721,1
床,NA,NA,NA,NA,19391,38132,460
自行车运动员,NA,NA,NA,NA,NA,NA,1
机,NA,NA,NA,NA,7238,33852,1
铁路桥,NA,NA,NA,NA,12,6021,2
帽衣,NA,NA,NA,NA,NA,NA,1
汉堡包,NA,NA,NA,NA,674,23541,16
店面,NA,NA,NA,NA,86,14624,11
意面,NA,NA,NA,NA,NA,NA,24
连帽衫,NA,NA,NA,NA,NA,NA,9
洋装,NA,NA,NA,NA,6,1301,6
小便器,NA,NA,NA,NA,NA,NA,1
椅子上的女婴,NA,NA,NA,NA,NA,NA,1
香蕉,1.130435,3.636 ,6.381 ,1.529 ,1177,25966,8
寺庙,1.230769,NA,NA,NA,23,18865,5
羽绒,1.818182,NA,NA,NA,21,8451,2
帐逢,NA,NA,NA,NA,NA,NA,1
商店板,NA,NA,NA,NA,NA,NA,1
引擎盖,NA,NA,NA,NA,104,15441,26
单板滑雪者,NA,NA,NA,NA,NA,NA,1
窗户,1.346154,5.300 ,6.333 ,2.545 ,4075,31358,18
厨房灶台,NA,NA,NA,NA,NA,NA,1
围裙,NA,NA,NA,NA,274,19638,12
车板,NA,NA,NA,NA,NA,NA,1
桥,NA,NA,NA,NA,3202,3031,389
水果沙拉,NA,NA,NA,NA,NA,NA,1
吉普车,NA,NA,NA,NA,218,18633,18
屋顶,1.4,NA,NA,NA,2379,2902,19
卡车头,NA,NA,NA,NA,NA,NA,1
布,NA,NA,NA,NA,3,0,6
大象,NA,NA,NA,NA,124,26191,2
塑料刀,NA,NA,NA,NA,NA,NA,2
西服上衣,NA,NA,NA,NA,NA,NA,5
坐着,NA,NA,NA,NA,NA,NA,1
女婴,NA,NA,NA,NA,51,12304,2
机箱盖,NA,NA,NA,NA,NA,NA,1
旺,NA,NA,NA,NA,307,20128,1
车库,NA,NA,NA,NA,1598,27292,40
汽车,1.291667,5.889 ,6.818 ,1.273 ,7074,33753,235
柜台,1.48,3.200 ,5.864 ,3.467 ,706,23747,1
穴道,NA,NA,NA,NA,27,9542,1
主菜,2.416667,NA,NA,NA,143,16812,1
运动装,NA,NA,NA,NA,NA,NA,1
辈子,NA,NA,NA,NA,3052,30103,1
车盖,NA,NA,NA,NA,NA,NA,28
上床下桌,NA,NA,NA,NA,NA,NA,1
楼梯,1.384615,5.643 ,4.632 ,1.667 ,248,29201,2
中年黑人,NA,NA,NA,NA,NA,NA,1
青年,2.153846,4.800 ,6.227 ,2.467 ,963,25092,4
海盗,1.461538,NA,NA,NA,2805,29736,1
派对,2.346154,NA,NA,NA,12612,36264,2
引擎,2.034483,NA,NA,NA,2036,28344,4
饼边,NA,NA,NA,NA,NA,NA,1
钢铁桥梁,NA,NA,NA,NA,NA,NA,1
上本身,NA,NA,NA,NA,NA,NA,1
球手,NA,NA,NA,NA,238,19031,9
大鸟,NA,NA,NA,NA,NA,NA,1
塑料餐具,NA,NA,NA,NA,NA,NA,1
冲浪女孩,NA,NA,NA,NA,NA,NA,1
跳伞,1.521739,NA,NA,NA,489,22148,1
栏杆,1.291667,6.200 ,5.227 ,2.571 ,325,20374,20
黄色出租车,NA,NA,NA,NA,NA,NA,1
孩童,1.678571,NA,NA,NA,23,18865,1
杂物,2.222222,NA,NA,NA,191,18062,2
村居,NA,NA,NA,NA,NA,NA,1
花,NA,NA,NA,NA,2667,39517,305
马车和男人,NA,NA,NA,NA,NA,NA,1
裁判员,NA,NA,NA,NA,86,14624,1
鹿子,NA,NA,NA,NA,NA,NA,1
芥兰炒牛肉,NA,NA,NA,NA,NA,NA,1
足球员,NA,NA,NA,NA,NA,NA,8
吊桥,1.76,NA,NA,NA,164,17404,1
置物架,NA,NA,NA,NA,NA,NA,1
亚洲女孩,NA,NA,NA,NA,NA,NA,1
老妇,NA,NA,NA,NA,224,18751,1
池缸,NA,NA,NA,NA,NA,NA,2
匹萨,NA,NA,NA,NA,NA,NA,6
马,NA,NA,NA,NA,3,0,18
桥梁,1.5,4.923 ,6.857 ,2.636 ,259,19395,20
击球手,NA,NA,NA,NA,NA,NA,4
铝型材,NA,NA,NA,NA,NA,NA,1
手表,1.259259,5.533 ,6.273 ,1.250 ,1523,27084,2
莎拉,NA,NA,NA,NA,1923,28096,1
建筑物,NA,NA,NA,NA,546,22625,56
顶棚,NA,NA,NA,NA,57,12788,8
手撕猪肉包子,NA,NA,NA,NA,NA,NA,1
车窗,1.37931,NA,NA,NA,48,22068,1
牛,NA,NA,NA,NA,5932,32989,489
滑雪服,NA,NA,NA,NA,NA,NA,9
盒饭,NA,NA,NA,NA,69,13617,1
老兄,NA,NA,NA,NA,13316,365,1
面包干,NA,NA,NA,NA,6,301,1
木头路,NA,NA,NA,NA,NA,NA,1
山羊,1.04,NA,NA,NA,9,248,39
金属,1.807692,5.769 ,5.318 ,2.200 ,2629,29455,1
白人男子,NA,NA,NA,NA,NA,NA,1
裙摆,NA,NA,NA,NA,NA,NA,1
杯纸蛋糕,NA,NA,NA,NA,NA,NA,1
热狗面包,NA,NA,NA,NA,NA,NA,2
靠枕,NA,NA,NA,NA,33,10414,1
爵巴塔面包,NA,NA,NA,NA,NA,NA,1
养,NA,NA,NA,NA,3,0,1
蛋糕杯,NA,NA,NA,NA,NA,NA,3
儿童,1.424242,6.154 ,6.000 ,1.571 ,3833,31092,25
狗和玩具,NA,NA,NA,NA,NA,NA,1
领口,NA,NA,NA,NA,54,12553,1
卡车后备箱,NA,NA,NA,NA,NA,NA,2
汽船,NA,NA,NA,NA,42,11461,1
咖啡,1.192308,4.800 ,5.000 ,2.313 ,12505,36227,21
木板,NA,NA,NA,NA,441,21703,2
车房,NA,NA,NA,NA,NA,NA,3
音乐播放器,NA,NA,NA,NA,NA,NA,1
开张,3.111111,NA,NA,NA,632,23263,1
鹭,NA,NA,NA,NA,6,1301,1
足球运动员,NA,NA,NA,NA,NA,NA,14
菊花,1.2,4.167 ,6.136 ,3.400 ,173,17634,9
浸信会,NA,NA,NA,NA,NA,NA,1
动物,1.827586,4.417 ,6.091 ,1.429 ,7858,34209,67
转椅,NA,NA,NA,NA,15,699,1
烤,NA,NA,NA,NA,4966,32217,1
围脖,NA,NA,NA,NA,12,6021,1
起居室,NA,NA,NA,NA,322,20334,1
火车座位,NA,NA,NA,NA,NA,NA,1
包面,NA,NA,NA,NA,NA,NA,1
琐事,NA,NA,NA,NA,298,2,1
带女人的伞,NA,NA,NA,NA,NA,NA,1
样,NA,NA,NA,NA,12,6021,1
拱桥,1.76,NA,NA,NA,6,301,2
步道,NA,NA,NA,NA,NA,NA,2
洗菜,NA,NA,NA,NA,NA,NA,1
薄饼,1.470588,NA,NA,NA,668,23502,10
尾巴,1.652174,5.231 ,5.364 ,2.267 ,1163,25911,5
铁桥,1.833333,NA,NA,NA,18,7782,1
越野滑雪,NA,NA,NA,NA,NA,NA,1
羽绒衣,NA,NA,NA,NA,6,301,1
板凳,1.137931,NA,NA,NA,188,17993,1
本田旅行车,NA,NA,NA,NA,NA,NA,1
地面,NA,3.700 ,6.045 ,1.800 ,1687,27528,4
燕麦饼干,NA,NA,NA,NA,NA,NA,1
书桌床,NA,NA,NA,NA,NA,NA,1
男孩女孩,NA,NA,NA,NA,NA,NA,1
小鸟,NA,NA,NA,NA,939,24983,9
食物,1.956522,4.417 ,6.409 ,1.214 ,7634,34084,381
手提电脑,NA,NA,NA,NA,NA,NA,3
飞翔伞,NA,NA,NA,NA,NA,NA,1
沙滩椅,NA,NA,NA,NA,NA,NA,1
游船,NA,NA,NA,NA,125,16232,7
爱尔兰酒吧,NA,NA,NA,NA,NA,NA,1
店,NA,NA,NA,NA,12797,36328,17
西红柿,NA,NA,NA,NA,277,19685,2
意大利面条,NA,NA,NA,NA,NA,NA,2
网球,1.153846,6.071 ,5.227 ,2.250 ,1016,25328,20
红色货车,NA,NA,NA,NA,NA,NA,1
黑鸟,NA,NA,NA,NA,NA,NA,1
雕像,1.884615,NA,NA,NA,972,25132,10
甜食,NA,NA,NA,NA,182,17853,2
烤面包薯块,NA,NA,NA,NA,NA,NA,1
粥,NA,NA,NA,NA,423,21523,2
长桌,NA,NA,NA,NA,6,301,1
军刀,NA,NA,NA,NA,6,1301,2
橙子,NA,NA,NA,NA,253,19294,2
苹果配件,NA,NA,NA,NA,NA,NA,1
台子,NA,NA,NA,NA,215,18573,3
麦片粥,NA,NA,NA,NA,NA,NA,2
投球手,NA,NA,NA,NA,NA,NA,8
看门人,NA,NA,NA,NA,NA,NA,1
裤子,1.37037,5.154 ,6.136 ,1.286 ,5577,32721,18
顶篷,NA,NA,NA,NA,NA,NA,1
玉米饼,NA,NA,NA,NA,215,18573,1
电脑配件,NA,NA,NA,NA,NA,NA,1
孩子,1.478261,5.100 ,6.095 ,1.733 ,111019,4571,149
牌子,NA,NA,NA,NA,1258,26253,5
秃鹫,NA,NA,NA,NA,92,14914,2
毛绒鹦鹉,NA,NA,NA,NA,NA,NA,1
布丁,1.828571,NA,NA,NA,778,24166,3
洗手槽,NA,NA,NA,NA,NA,NA,1
滑雪男孩,NA,NA,NA,NA,NA,NA,1
加热器,NA,NA,NA,NA,63,13222,2
新娘,1.230769,NA,NA,NA,2638,29469,4
亚洲男子羽毛球运动员,NA,NA,NA,NA,NA,NA,1
酒,NA,NA,NA,NA,18893,3802,18
宝马,NA,NA,NA,NA,319,20294,1
壶,NA,NA,NA,NA,581,229,2
球桌,NA,NA,NA,NA,NA,NA,1
黑色礼服,NA,NA,NA,NA,NA,NA,1
保险柜,NA,NA,NA,NA,534,22529,1
蛋黄,1.652174,NA,NA,NA,256,19345,7
填充玩具熊,NA,NA,NA,NA,NA,NA,2
的士,1.517241,NA,NA,NA,331,20453,3
笑脸,NA,NA,NA,NA,48,22068,2
越南拌粉,NA,NA,NA,NA,NA,NA,1
浮板,NA,NA,NA,NA,NA,NA,1
帝王帐篷,NA,NA,NA,NA,NA,NA,1
碉堡,1.740741,NA,NA,NA,185,17924,1
橡皮船,NA,NA,NA,NA,12,6021,3
家具,1.769231,6.200 ,4.368 ,1.769 ,1279,26325,3
水果刀,NA,NA,NA,NA,6,301,6
遗迹,2.4,NA,NA,NA,194,18129,1
天安门,NA,NA,NA,NA,9,4771,7
喇嘛,1.75,NA,NA,NA,48,12041,2
滑板公园,NA,NA,NA,NA,NA,NA,2
工具车,NA,NA,NA,NA,NA,NA,1
木舟,NA,NA,NA,NA,6,301,1
电杆,NA,NA,NA,NA,6,301,1
豪宅,NA,NA,NA,NA,NA,NA,1
塑料袋,NA,NA,NA,NA,31,2017,2
烤奶酪,NA,NA,NA,NA,NA,NA,1
船只,NA,NA,NA,NA,322,20334,1
玩偶,NA,NA,NA,NA,1538,27126,41
大拇指,NA,NA,NA,NA,343,20607,1
简餐,NA,NA,NA,NA,NA,NA,2
房顶,NA,NA,NA,NA,635,23284,8
下颌,NA,NA,NA,NA,75,13979,1
旗袍,1.3,NA,NA,NA,9,4771,1
凳子,1.304348,4.583 ,5.600 ,1.250 ,414,2143,9
战斗机,NA,NA,NA,NA,441,21703,50
